pathogen,PathogenID,PathogenTaxID,PathogenType,Host,HostID,HostTaxID
pegivirus b,25866313,1307801,virus,eidolon helvum,3524418,77214
rabies virus,3436242,11292,virus,eidolon helvum,3524418,77214
reston ebolavirus,3658151,186539,virus,eidolon helvum,3524418,77214
rotavirus a,3442995,28875,virus,eidolon helvum,3524418,77214
rousettus bat coronavirus hku9,4073264,694006,virus,eidolon helvum,3524418,77214
shimoni bat virus,4100059,746543,virus,eidolon helvum,3524418,77214
staphylococcus aureus,3420098,1280,bacteria,eidolon helvum,3524418,77214
zaire ebolavirus,3658150,186538,virus,eidolon helvum,3524418,77214
brucella abortus,3418510,235,bacteria,eira barbara,3674491,204263
paracoccidioides brasiliensis,3599140,121759,fungi,eira barbara,3674491,204263
alcelaphine herpesvirus 1,3452140,35252,virus,elaphurus davidianus,3465838,43332
anaplasma phagocytophilum,3419585,948,bacteria,elaphurus davidianus,3465838,43332
clostridium perfringens,3420448,1502,bacteria,elaphurus davidianus,3465838,43332
cryptosporidium ubiquitum,4160226,857276,protozoa,elaphurus davidianus,3465838,43332
enterocytozoon bieneusi,3446436,31281,fungi,elaphurus davidianus,3465838,43332
nematodirus filicollis,3498310,61840,helminth,elaphurus davidianus,3465838,43332
neospora caninum,3443483,29176,protozoa,elaphurus davidianus,3465838,43332
oesophagostomum radiatum,3481906,52565,helminth,elaphurus davidianus,3465838,43332
ovine herpesvirus 2,3434872,10398,virus,elaphurus davidianus,3465838,43332
toxoplasma gondii,3427408,5811,protozoa,elaphurus davidianus,3465838,43332
anaplasma bovis,3658321,186733,bacteria,elephantulus myurus,3587936,113277
acinetobacter lwoffii,3441806,28090,bacteria,elephas maximus,3433885,9783
arthroderma otae,3501085,63405,fungi,elephas maximus,3433885,9783
asian elephant endotheliolytic herpesvirus,3549233,91179,virus,elephas maximus,3433885,9783
aureobasidium pullulans,3427048,5580,fungi,elephas maximus,3433885,9783
balantidium coli,3514322,71585,protozoa,elephas maximus,3433885,9783
bifidobacterium adolescentis,3420740,1680,bacteria,elephas maximus,3433885,9783
bifidobacterium boum,3526508,78343,bacteria,elephas maximus,3433885,9783
bivitellobilharzia loxodontae,22681431,1168239,helminth,elephas maximus,3433885,9783
bivitellobilharzia nairi,3764208,307261,helminth,elephas maximus,3433885,9783
blastocystis hominis,3437968,12968,protozoa ,elephas maximus,3433885,9783
bovine herpesvirus 1,3434755,10320,virus,elephas maximus,3433885,9783
bovine herpesvirus 2,3434709,10295,virus,elephas maximus,3433885,9783
bozasella gracilis,27262456,1298375,protozoa,elephas maximus,3433885,9783
candida parapsilosis,3426927,5480,fungi,elephas maximus,3433885,9783
canine distemper virus,3436134,11232,virus,elephas maximus,3433885,9783
clostridium difficile,3420438,1496,bacteria,elephas maximus,3433885,9783
clostridium perfringens,3420448,1502,bacteria,elephas maximus,3433885,9783
cowpox virus,3434618,10243,virus,elephas maximus,3433885,9783
cryptosporidium parvum,3427400,5807,protozoa,elephas maximus,3433885,9783
elephant endotheliotropic herpesvirus 3,3977712,548913,virus,elephas maximus,3433885,9783
elephant endotheliotropic herpesvirus 4,3977713,548914,virus,elephas maximus,3433885,9783
elephant endotheliotropic herpesvirus 5,4117048,768738,virus,elephas maximus,3433885,9783
elephant gammaherpesvirus 2,4117051,768741,virus,elephas maximus,3433885,9783
elephant gammaherpesvirus 5,4117054,768744,virus,elephas maximus,3433885,9783
elephantid herpesvirus 1,3621114,146015,virus,elephas maximus,3433885,9783
elephantid herpesvirus 3,3806500,353637,virus,elephas maximus,3433885,9783
elephantid herpesvirus 4,3806501,353638,virus,elephas maximus,3433885,9783
elephantid herpesvirus 5,3858247,410853,virus,elephas maximus,3433885,9783
elephantid herpesvirus 6,3884241,439203,virus,elephas maximus,3433885,9783
escherichia coli,3419013,562,bacteria,elephas maximus,3433885,9783
fasciola gigantica,3472013,46835,helminth,elephas maximus,3433885,9783
fasciola hepatica,3428035,6192,helminth,elephas maximus,3433885,9783
fasciola jacksoni,3907595,465907,helminth,elephas maximus,3433885,9783
foot-and-mouth disease virus,3437188,12110,virus,elephas maximus,3433885,9783
fusarium equiseti,3497320,61235,fungi,elephas maximus,3433885,9783
fusarium proliferatum,4223592,948311,fungi,elephas maximus,3433885,9783
helicozoster indicus,27533229,1298951,protozoa,elephas maximus,3433885,9783
latteuria media,27262726,1298954,protozoa,elephas maximus,3433885,9783
latteuria polyfaria,27262724,1298953,protozoa,elephas maximus,3433885,9783
leptospira interrogans,3418416,173,bacteria,elephas maximus,3433885,9783
malassezia pachydermatis,3524076,77020,fungi,elephas maximus,3433885,9783
mycobacterium avium,3420872,1764,bacteria,elephas maximus,3433885,9783
mycobacterium bovis,3420874,1765,bacteria,elephas maximus,3433885,9783
mycobacterium tuberculosis,3420890,1773,bacteria,elephas maximus,3433885,9783
oesophagostomum aculeatum,24565346,883170,helminth,elephas maximus,3433885,9783
pasteurella multocida,3419291,747,bacteria,elephas maximus,3433885,9783
pseudoentodinium elephantis,27262616,1298761,protozoa,elephas maximus,3433885,9783
rabies virus,3436242,11292,virus,elephas maximus,3433885,9783
schizophyllum commune,3426693,5334,fungi,elephas maximus,3433885,9783
staphylococcus aureus,3420098,1280,bacteria,elephas maximus,3433885,9783
staphylococcus intermedius,3420108,1285,bacteria,elephas maximus,3433885,9783
streptococcus agalactiae,3420155,1311,bacteria,elephas maximus,3433885,9783
streptococcus equi,3420190,1336,bacteria,elephas maximus,3433885,9783
trichoderma aureoviride,3502943,64502,fungi,elephas maximus,3433885,9783
trichophyton erinacei,3957412,523106,fungi,elephas maximus,3433885,9783
triplumaria dvoinosi,27262360,1297760,protozoa,elephas maximus,3433885,9783
triplumaria fulgora,27262358,1297759,protozoa,elephas maximus,3433885,9783
triplumaria harpagonis,27532959,1297761,protozoa,elephas maximus,3433885,9783
triplumaria solea,27262356,1297758,protozoa,elephas maximus,3433885,9783
triplumaria sukuna,27262454,1298370,protozoa,elephas maximus,3433885,9783
wickerhamomyces anomalus,3426075,4927,fungi,elephas maximus,3433885,9783
eimeria myoxi,24579995,989472,protozoa,eliomys quercinus,3483192,53277
hymenolepis sulcata,4198555,911533,helminth,eliomys quercinus,3483192,53277
pneumocystis carinii,3425792,4754,fungi,eliomys quercinus,3483192,53277
rickettsia prowazekii,3419345,782,bacteria,eliomys quercinus,3483192,53277
trypanosoma blanchardi,3731911,267966,protozoa,eliomys quercinus,3483192,53277
anjozorobe hantavirus,26302914,1424613,virus,eliurus majori,3577526,107283
thailand virus,3442099,28291,virus,eliurus majori,3577526,107283
leptospira borgpetersenii,3418418,174,bacteria,eliurus minor,3577528,107284
rodent paramyxovirus,27578400,1497434,virus,eliurus minor,3577528,107284
meggittina baeri,4199955,913843,helminth,eliurus tanala,3577532,107286
rodent paramyxovirus,27578400,1497434,virus,eliurus tanala,3577532,107286
echinococcus multilocularis,3428071,6211,helminth,ellobius tancrei,3562513,98658
arcanobacterium phocae,3607600,131112,bacteria,enhydra lutris,3451577,34882
bordetella bronchiseptica,3418935,518,bacteria,enhydra lutris,3451577,34882
brucella abortus,3418510,235,bacteria,enhydra lutris,3451577,34882
clostridium perfringens,3420448,1502,bacteria,enhydra lutris,3451577,34882
coccidioides immitis,3426957,5501,fungi,enhydra lutris,3451577,34882
corynosoma enhydri,3496074,60530,helminth,enhydra lutris,3451577,34882
coxiella burnetii,3419338,777,bacteria,enhydra lutris,3451577,34882
cryptococcus gattii,25871197,37769,fungi,enhydra lutris,3451577,34882
enhydra lutris papillomavirus 1,27856732,1472717,virus,enhydra lutris,3451577,34882
escherichia coli,3419013,562,bacteria,enhydra lutris,3451577,34882
histoplasma capsulatum,3426227,5037,fungi,enhydra lutris,3451577,34882
leptospira interrogans,3418416,173,bacteria,enhydra lutris,3451577,34882
neospora caninum,3443483,29176,protozoa,enhydra lutris,3451577,34882
plesiomonas shigelloides,3419222,703,bacteria,enhydra lutris,3451577,34882
profilicollis altmani,3773775,317570,helminth,enhydra lutris,3451577,34882
pseudoterranova decipiens,3428178,6271,helminth,enhydra lutris,3451577,34882
sarcocystis falcatula,3448477,32593,protozoa,enhydra lutris,3451577,34882
sarcocystis neurona,3465203,42890,protozoa,enhydra lutris,3451577,34882
sea otter adenovirus 1,27722107,1882383,virus,enhydra lutris,3451577,34882
sea otter parvovirus 1,27722105,1882382,virus,enhydra lutris,3451577,34882
sea otter polyomavirus 1,27595044,1552409,virus,enhydra lutris,3451577,34882
sea otter poxvirus,26747763,1416741,virus,enhydra lutris,3451577,34882
streptococcus infantarius,3569540,102684,bacteria,enhydra lutris,3451577,34882
streptococcus phocae,3596904,119224,bacteria,enhydra lutris,3451577,34882
toxoplasma gondii,3427408,5811,protozoa,enhydra lutris,3451577,34882
vibrio cholerae,3419177,666,bacteria,enhydra lutris,3451577,34882
aravan virus,3681667,211977,virus,eonycteris spelaea,3491732,58065
bat betacoronavirus,26205114,1805463,virus,eonycteris spelaea,3491732,58065
bat filovirus,26205174,1677943,virus,eonycteris spelaea,3491732,58065
bat gammaretrovirus,26205186,1157040,virus,eonycteris spelaea,3491732,58065
irkut virus,3715136,249583,virus,eonycteris spelaea,3491732,58065
khujand virus,3704731,237716,virus,eonycteris spelaea,3491732,58065
pteropine orthoreovirus,25926061,1459003,virus,eonycteris spelaea,3491732,58065
rabies virus,3436242,11292,virus,eonycteris spelaea,3491732,58065
rousettus bat coronavirus hku9,4073264,694006,virus,eonycteris spelaea,3491732,58065
toxoplasma gondii,3427408,5811,protozoa,eonycteris spelaea,3491732,58065
versteria mustelae,25871323,1434714,helminth,eospalax baileyi,3621216,146132
echinococcus multilocularis,3428071,6211,helminth,eospalax fontanierii,3621218,146134
babesia microti,3427514,5868,protozoa,eothenomys andersoni,3533608,82466
anaplasma phagocytophilum,3419585,948,bacteria,eothenomys cachinus,3723987,259049
hantavirus yn06-153,24657756,1093942,virus,eothenomys cachinus,3723987,259049
hantavirus yn06-254,24657757,1093943,virus,eothenomys cachinus,3723987,259049
hantavirus yn06-256,24657758,1093944,virus,eothenomys cachinus,3723987,259049
hantavirus yn06-257,24657759,1093945,virus,eothenomys cachinus,3723987,259049
hantavirus yn06-362,24657762,1093948,virus,eothenomys cachinus,3723987,259049
hantavirus yn06-455,24657764,1093950,virus,eothenomys cachinus,3723987,259049
hantavirus yn06-489,24657765,1093951,virus,eothenomys cachinus,3723987,259049
hantavirus yn06-747,24657768,1093954,virus,eothenomys cachinus,3723987,259049
hantavirus yn06-868,24657771,1093957,virus,eothenomys cachinus,3723987,259049
anaplasma phagocytophilum,3419585,948,bacteria,eothenomys custos,3723988,259050
anaplasma phagocytophilum,3419585,948,bacteria,eothenomys eleusis,3723991,259053
eothenomys eleusis hantavirus fugv,26303128,1788456,virus,eothenomys eleusis,3723991,259053
hantavirus yn06-365,24657763,1093949,virus,eothenomys eleusis,3723991,259053
hantavirus yn06-696,24657767,1093953,virus,eothenomys eleusis,3723991,259053
hantavirus yn06-813,24657770,1093956,virus,eothenomys eleusis,3723991,259053
hantavirus yn06-862,24604638,1031707,virus,eothenomys eleusis,3723991,259053
rodent hantavirus,26205328,2050013,virus,eothenomys eva,24329869,870527
rodent arterivirus,27467906,1806636,virus,eothenomys inez,24329868,870526
hantavirus yn06-79,24657769,1093955,virus,eothenomys melanogaster,3533612,82468
sarcocystis clethrionomyelaphis,26201150,1408152,protozoa,eothenomys miletus,3723992,259054
borrelia burgdorferi,3418354,139,bacteria,eothenomys smithii,3533604,82463
borrelia garinii,3444018,29519,bacteria,eothenomys smithii,3533604,82463
syphacia montana,3859459,412123,helminth,eothenomys smithii,3533604,82463
candidatus neoehrlichia mikurensis,3546341,89586,bacteria,episoriculus leucops,4164059,862700
lagos bat virus,3457970,38766,virus,epomophorus gambianus,3823262,372077
mokola virus,3437756,12538,virus,epomophorus gambianus,3823262,372077
pegivirus b,25866313,1307801,virus,epomophorus labiatus,24565844,903567
bartonella elizabethae,3419365,807,bacteria,epomophorus wahlbergi,3491736,58067
lagos bat virus,3457970,38766,virus,epomophorus wahlbergi,3491736,58067
bat flavivirus rc e. franqueti p 19,26205180,1225490,virus,epomops franqueti,3524450,77231
bat flavivirus rc e. franqueti p 21,26205182,1225491,virus,epomops franqueti,3524450,77231
escherichia coli,3419013,562,bacteria,epomops franqueti,3524450,77231
zaire ebolavirus,3658150,186538,virus,epomops franqueti,3524450,77231
rabies virus,3436242,11292,virus,eptesicus brasiliensis,3649373,177183
trypanosoma dionisii,3526023,78083,protozoa,eptesicus brasiliensis,3649373,177183
rabies virus,3436242,11292,virus,eptesicus diminutus,3632928,159320
rabies virus,3436242,11292,virus,eptesicus furinalis,3601703,124746
american bat vesiculovirus tffn-2013,27803834,1344113,virus,eptesicus fuscus,3443321,29078
eastern equine encephalitis virus,3435775,11021,virus,eptesicus fuscus,3443321,29078
eptesipox virus,27272630,1329402,virus,eptesicus fuscus,3443321,29078
leptospira biflexa,3418414,172,bacteria,eptesicus fuscus,3443321,29078
leptospira interrogans,3418416,173,bacteria,eptesicus fuscus,3443321,29078
neorickettsia risticii,3419589,950,bacteria,eptesicus fuscus,3443321,29078
nephroisospora eptesici,4069387,689363,protozoa,eptesicus fuscus,3443321,29078
pasteurella multocida,3419291,747,bacteria,eptesicus fuscus,3443321,29078
pseudogymnoascus destructans,4041225,655981,fungi,eptesicus fuscus,3443321,29078
rabies virus,3436242,11292,virus,eptesicus fuscus,3443321,29078
st. louis encephalitis virus,3435876,11080,virus,eptesicus fuscus,3443321,29078
bat paramyxovirus,26205218,1300978,virus,eptesicus hottentotus,3723852,258906
eptesicus isabellinus betaherpesvirus 1,27271396,1325383,virus,eptesicus isabellinus,3940402,502802
eptesicus isabellinus betaherpesvirus 2,27271398,1325384,virus,eptesicus isabellinus,3940402,502802
eptesicus isabellinus papillomavirus,27861136,1495312,virus,eptesicus isabellinus,3940402,502802
european bat lyssavirus 1,3490733,57482,virus,eptesicus isabellinus,3940402,502802
rabies virus,3436242,11292,virus,eptesicus isabellinus,3940402,502802
northern bat adenovirus 1,27589151,1530283,virus,eptesicus nilssonii,3494183,59451
plagiorchis koreanus,3564286,99639,helminth,eptesicus nilssonii,3494183,59451
pseudogymnoascus destructans,4041225,655981,fungi,eptesicus nilssonii,3494183,59451
bat adenovirus,4095380,740971,virus,eptesicus serotinus,3494185,59452
bat astrovirus,26205112,1697918,virus,eptesicus serotinus,3494185,59452
bat circovirus,26205124,1329650,virus,eptesicus serotinus,3494185,59452
bat coronavirus,26205126,1508220,virus,eptesicus serotinus,3494185,59452
bat gammaretrovirus,26205186,1157040,virus,eptesicus serotinus,3494185,59452
bat hepevirus,26205194,1216472,virus,eptesicus serotinus,3494185,59452
bat nodavirus,26205214,1340804,virus,eptesicus serotinus,3494185,59452
eptesicus serotinus betaherpesvirus 1,27741051,1325385,virus,eptesicus serotinus,3494185,59452
eptesicus serotinus papillomavirus,27861134,1495311,virus,eptesicus serotinus,3494185,59452
eptesicus serotinus papillomavirus type 1,27775961,1464071,virus,eptesicus serotinus,3494185,59452
eptesicus serotinus papillomavirus type 2,27775963,1464072,virus,eptesicus serotinus,3494185,59452
eptesicus serotinus papillomavirus type 3,27775965,1464073,virus,eptesicus serotinus,3494185,59452
european bat lyssavirus,3457974,38768,virus,eptesicus serotinus,3494185,59452
european bat lyssavirus 1,3490733,57482,virus,eptesicus serotinus,3494185,59452
ophiosacculus mehelyi,3670010,199490,helminth,eptesicus serotinus,3494185,59452
pasteurella multocida,3419291,747,bacteria,eptesicus serotinus,3494185,59452
plagiorchis muelleri,3575896,106399,helminth,eptesicus serotinus,3494185,59452
plagiorchis vespertilionis,3564288,99640,helminth,eptesicus serotinus,3494185,59452
pseudogymnoascus destructans,4041225,655981,fungi,eptesicus serotinus,3494185,59452
rabies virus,3436242,11292,virus,eptesicus serotinus,3494185,59452
rhabdovirus 27676,27792282,1508218,virus,eptesicus serotinus,3494185,59452
serotine bat adenovirus 1,27589169,1530300,virus,eptesicus serotinus,3494185,59452
serotine bat adenovirus 2,27589171,1530301,virus,eptesicus serotinus,3494185,59452
